ARO_accession	Name	Lineage	Drug_name	PubChem_ID	Protein_accession	DNA_accession	Organism	Tax_ID
ARO:3003306	Morganella morganii gyrB conferring resistance to fluoroquinolone	ARO:3003306@ARO:3000660#ARO:3000660	lomefloxacin	3948	YP_007503908.1	NC_020418	Morganella morganii subsp. morganii KT	1124991
ARO:3003306	Morganella morganii gyrB conferring resistance to fluoroquinolone	ARO:3003306@ARO:3000661#ARO:3000661	nalidixic acid	4421	YP_007503908.1	NC_020418	Morganella morganii subsp. morganii KT	1124991
ARO:3003306	Morganella morganii gyrB conferring resistance to fluoroquinolone	ARO:3003306@ARO:3000662#ARO:3000662	norfloxacin	4539	YP_007503908.1	NC_020418	Morganella morganii subsp. morganii KT	1124991
ARO:3003306	Morganella morganii gyrB conferring resistance to fluoroquinolone	ARO:3003306@ARO:3000663#ARO:3000663	ofloxacin	4583	YP_007503908.1	NC_020418	Morganella morganii subsp. morganii KT	1124991
ARO:3003306	Morganella morganii gyrB conferring resistance to fluoroquinolone	ARO:3003306@ARO:3000664#ARO:3000664	trovafloxacin	62959	YP_007503908.1	NC_020418	Morganella morganii subsp. morganii KT	1124991
ARO:3003306	Morganella morganii gyrB conferring resistance to fluoroquinolone	ARO:3003306@ARO:3000665#ARO:3000665	grepafloxacin	72474	YP_007503908.1	NC_020418	Morganella morganii subsp. morganii KT	1124991
ARO:3003306	Morganella morganii gyrB conferring resistance to fluoroquinolone	ARO:3003306@ARO:3000666#ARO:3000666	sparfloxacin	60464	YP_007503908.1	NC_020418	Morganella morganii subsp. morganii KT	1124991
ARO:3003306	Morganella morganii gyrB conferring resistance to fluoroquinolone	ARO:3003306@ARO:3000762#ARO:3000762	pefloxacin	51081	YP_007503908.1	NC_020418	Morganella morganii subsp. morganii KT	1124991
ARO:3000251	msrA	ARO:3000251@ARO:0000006#ARO:0000006	erythromycin	12560	YP_008709794.1	NC_022598.1	Staphylococcus aureus	1280
ARO:3000251	msrA	ARO:3000251@ARO:3000584#ARO:3000584	quinupristin	5388937	YP_008709794.1	NC_022598.1	Staphylococcus aureus	1280
ARO:3002626	ANT(6)-Ia	ARO:3002626@ARO:0000040#ARO:0000040	streptomycin	19649	YP_008997281.1	NC_023287	Exiguobacterium sp. S3-2	1389960
ARO:3002579	AAC(6')-Ib8	ARO:3002579=ARO:3000345@ARO:0000005#ARO:0000005	neomycin	8378	YP_009062819.1	NC_025003.1	Enterobacter cloacae	550
ARO:3002579	AAC(6')-Ib8	ARO:3002579=ARO:3000345@ARO:0000007#ARO:0000007	dibekacin	3021	YP_009062819.1	NC_025003.1	Enterobacter cloacae	550
ARO:3002579	AAC(6')-Ib8	ARO:3002579=ARO:3000345@ARO:0000013#ARO:0000013	amikacin	37768	YP_009062819.1	NC_025003.1	Enterobacter cloacae	550
ARO:3002579	AAC(6')-Ib8	ARO:3002579=ARO:3000345@ARO:0000035#ARO:0000035	sisomicin	36119	YP_009062819.1	NC_025003.1	Enterobacter cloacae	550
ARO:3002579	AAC(6')-Ib8	ARO:3002579=ARO:3000345@ARO:0000038#ARO:0000038	netilmicin	41859	YP_009062819.1	NC_025003.1	Enterobacter cloacae	550
ARO:3002579	AAC(6')-Ib8	ARO:3002579=ARO:3000345@ARO:0000049#ARO:0000049	kanamycin A	6032	YP_009062819.1	NC_025003.1	Enterobacter cloacae	550
ARO:3002579	AAC(6')-Ib8	ARO:3002579=ARO:3000345@ARO:0000052#ARO:0000052	tobramycin	36294	YP_009062819.1	NC_025003.1	Enterobacter cloacae	550
ARO:3002579	AAC(6')-Ib8	ARO:3002579=ARO:3000345@ARO:3000652#ARO:3000652	isepamicin	3755	YP_009062819.1	NC_025003.1	Enterobacter cloacae	550
ARO:3002579	AAC(6')-Ib8	ARO:3002579=ARO:3000345@ARO:3000654#ARO:3000654	arbekacin	68682	YP_009062819.1	NC_025003.1	Enterobacter cloacae	550
ARO:3002579	AAC(6')-Ib8	ARO:3002579=ARO:3000345@ARO:3000655#ARO:3000655	gentamicin B	37569	YP_009062819.1	NC_025003.1	Enterobacter cloacae	550
ARO:3002680	catB8	ARO:3002680@ARO:3000382#ARO:3000382	azidamfenicol	62858	YP_009077553.1	NG_035647.1	Salmonella enterica subsp. enterica serovar Typhi	90370
ARO:3002680	catB8	ARO:3002680@ARO:3000385#ARO:3000385	chloramphenicol	5959	YP_009077553.1	NG_035647.1	Salmonella enterica subsp. enterica serovar Typhi	90370
ARO:3002680	catB8	ARO:3002680@ARO:3000456#ARO:3000456	thiamphenicol	27200	YP_009077553.1	NG_035647.1	Salmonella enterica subsp. enterica serovar Typhi	90370
ARO:3002613	aadA13	ARO:3002613@ARO:0000039#ARO:0000039	spectinomycin	15541	YP_009081591.1	NG_036525	Pseudomonas aeruginosa	287
ARO:3002613	aadA13	ARO:3002613@ARO:0000040#ARO:0000040	streptomycin	19649	YP_009081591.1	NG_036525	Pseudomonas aeruginosa	287
ARO:3002644	APH(3')-IIa	ARO:3002644@ARO:0000021#ARO:0000021	ribostamycin	33042	WP_000572405.1	NG_047417.1	Escherichia coli	562
ARO:3002644	APH(3')-IIa	ARO:3002644@ARO:0000024#ARO:0000024	butirosin	39862	WP_000572405.1	NG_047417.1	Escherichia coli	562
ARO:3002644	APH(3')-IIa	ARO:3002644@ARO:3000655#ARO:3000655	gentamicin B	37569	WP_000572405.1	NG_047417.1	Escherichia coli	562
ARO:3002644	APH(3')-IIa	ARO:3002644@ARO:3000657#ARO:3000657	paromomycin	165580	WP_000572405.1	NG_047417.1	Escherichia coli	562
ARO:3004105	TMB-1	ARO:3004105@ARO:0000060#ARO:0000060	ceftazidime	5481173	WP_063865147.1	NG_050313	Achromobacter sp. sallbros1	944673
ARO:3004103	QepA2	ARO:3004103@ARO:0000036#ARO:0000036	ciprofloxacin	2764	WP_032492277.1	NG_050460.1	Escherichia coli	562
ARO:3004103	QepA2	ARO:3004103@ARO:0000074#ARO:0000074	moxifloxacin	152946	WP_032492277.1	NG_050460.1	Escherichia coli	562
ARO:3004103	QepA2	ARO:3004103@ARO:3000662#ARO:3000662	norfloxacin	4539	WP_032492277.1	NG_050460.1	Escherichia coli	562
ARO:3004102	kamB	ARO:3004102@ARO:0000005#ARO:0000005	neomycin	8378	WP_063964000.1	NG_050561.1	Streptoalloteichus tenebrarius	1933
ARO:3004102	kamB	ARO:3004102@ARO:0000037#ARO:0000037	apramycin	71428	WP_063964000.1	NG_050561.1	Streptoalloteichus tenebrarius	1933
ARO:3004102	kamB	ARO:3004102@ARO:0000049#ARO:0000049	kanamycin A	6032	WP_063964000.1	NG_050561.1	Streptoalloteichus tenebrarius	1933
ARO:3000862	sgm	ARO:3000862@ARO:0000007#ARO:0000007	dibekacin	3021	WP_063978071.1	NG_050600	Micromonospora zionensis	1879
ARO:3000862	sgm	ARO:3000862@ARO:0000013#ARO:0000013	amikacin	37768	WP_063978071.1	NG_050600	Micromonospora zionensis	1879
ARO:3000862	sgm	ARO:3000862@ARO:0000035#ARO:0000035	sisomicin	36119	WP_063978071.1	NG_050600	Micromonospora zionensis	1879
ARO:3000862	sgm	ARO:3000862@ARO:0000038#ARO:0000038	netilmicin	41859	WP_063978071.1	NG_050600	Micromonospora zionensis	1879
ARO:3000862	sgm	ARO:3000862@ARO:0000049#ARO:0000049	kanamycin A	6032	WP_063978071.1	NG_050600	Micromonospora zionensis	1879
ARO:3000862	sgm	ARO:3000862@ARO:0000052#ARO:0000052	tobramycin	36294	WP_063978071.1	NG_050600	Micromonospora zionensis	1879
ARO:3000862	sgm	ARO:3000862@ARO:3000652#ARO:3000652	isepamicin	3755	WP_063978071.1	NG_050600	Micromonospora zionensis	1879
ARO:3000862	sgm	ARO:3000862@ARO:3000653#ARO:3000653	G418	123865	WP_063978071.1	NG_050600	Micromonospora zionensis	1879
ARO:3000862	sgm	ARO:3000862@ARO:3000654#ARO:3000654	arbekacin	68682	WP_063978071.1	NG_050600	Micromonospora zionensis	1879
ARO:3000862	sgm	ARO:3000862@ARO:3000655#ARO:3000655	gentamicin B	37569	WP_063978071.1	NG_050600	Micromonospora zionensis	1879
ARO:3004111	FosA6	ARO:3004111@ARO:0000025#ARO:0000025	fosfomycin	73491	WP_069174570.1	NG_051497.1	Escherichia coli	562
ARO:3003778	Mycobacterium smegmatis mutant ndh conferring resistance to isoniazid	ARO:3003778@ARO:3000520#ARO:3000520	isoniazid	3767	WP_038583059	NZ_CP009496	Mycobacterium smegmatis	1772
ARO:3003731	fusD	ARO:3003731@ARO:3000759#ARO:3000759	fusidic acid	3000226	WP_011303797	NZ_CP014057	Staphylococcus saprophyticus	29385
ARO:3003797	Enterococcus faecalis YybT with mutation conferring daptomycin resistance	ARO:3003797@ARO:0000068#ARO:0000068	daptomycin	16129688	WP_002356022	NZ_CP014949	Enterococcus faecalis	1351
ARO:3003805	Enterococcus faecalis gshF with mutation conferring daptomycin resistance	ARO:3003805@ARO:0000068#ARO:0000068	daptomycin	16129688	WP_002389492	NZ_CP014949	Enterococcus faecalis	1351
ARO:3002670	cat	ARO:3002670@ARO:3000382#ARO:3000382	azidamfenicol	62858	AAB23649.1	S48276	Vibrio anguillarum	55601
ARO:3002670	cat	ARO:3002670@ARO:3000385#ARO:3000385	chloramphenicol	5959	AAB23649.1	S48276	Vibrio anguillarum	55601
ARO:3002670	cat	ARO:3002670@ARO:3000456#ARO:3000456	thiamphenicol	27200	AAB23649.1	S48276	Vibrio anguillarum	55601
ARO:3002651	APH(3')-Vc	ARO:3002651@ARO:0000021#ARO:0000021	ribostamycin	33042	AAB21326.1	S81599	Micromonospora chalcea	1874
ARO:3002651	APH(3')-Vc	ARO:3002651@ARO:3000657#ARO:3000657	paromomycin	165580	AAB21326.1	S81599	Micromonospora chalcea	1874
ARO:3000074	emrB	ARO:3000074@ARO:3000661#ARO:3000661	nalidixic acid	4421	AAC75733.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3000792	mdtA	ARO:3000792@ARO:3000111#ARO:3000111	novobiocin	9346	AAC75135.2	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3000793	mdtB	ARO:3000793@ARO:3000111#ARO:3000111	novobiocin	9346	AAC75136.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3000794	mdtC	ARO:3000794@ARO:3000111#ARO:3000111	novobiocin	9346	AAC75137.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3000796	mdtF	ARO:3000796@ARO:0000006#ARO:0000006	erythromycin	12560	AAC76539.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3000796	mdtF	ARO:3000796@ARO:0000011#ARO:0000011	cloxacillin	6098	AAC76539.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3000796	mdtF	ARO:3000796@ARO:0000056#ARO:0000056	oxacillin	6196	AAC76539.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3000796	mdtF	ARO:3000796@ARO:3000662#ARO:3000662	norfloxacin	4539	AAC76539.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3001215	mdtL	ARO:3001215@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AAC76733.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3001216	mdtH	ARO:3001216@ARO:0000023#ARO:0000023	enoxacin	3229	AAC74149.2	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3001216	mdtH	ARO:3001216@ARO:3000662#ARO:3000662	norfloxacin	4539	AAC74149.2	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3002986	bacA	ARO:3002986@ARO:3000629#ARO:3000629	bacitracin A	10909430	AAC76093.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3002986	bacA	ARO:3002986@ARO:3000631#ARO:3000631	bacitracin F	3082210	AAC76093.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003294	Escherichia coli gyrA conferring resistance to fluoroquinolones	ARO:3003294@ARO:0000023#ARO:0000023	enoxacin	3229	AAC75291.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003294	Escherichia coli gyrA conferring resistance to fluoroquinolones	ARO:3003294@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AAC75291.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003294	Escherichia coli gyrA conferring resistance to fluoroquinolones	ARO:3003294@ARO:0000071#ARO:0000071	levofloxacin	149096	AAC75291.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003294	Escherichia coli gyrA conferring resistance to fluoroquinolones	ARO:3003294@ARO:0000074#ARO:0000074	moxifloxacin	152946	AAC75291.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003294	Escherichia coli gyrA conferring resistance to fluoroquinolones	ARO:3003294@ARO:3000659#ARO:3000659	gatifloxacin	5379	AAC75291.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003294	Escherichia coli gyrA conferring resistance to fluoroquinolones	ARO:3003294@ARO:3000660#ARO:3000660	lomefloxacin	3948	AAC75291.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003294	Escherichia coli gyrA conferring resistance to fluoroquinolones	ARO:3003294@ARO:3000661#ARO:3000661	nalidixic acid	4421	AAC75291.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003294	Escherichia coli gyrA conferring resistance to fluoroquinolones	ARO:3003294@ARO:3000662#ARO:3000662	norfloxacin	4539	AAC75291.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003294	Escherichia coli gyrA conferring resistance to fluoroquinolones	ARO:3003294@ARO:3000663#ARO:3000663	ofloxacin	4583	AAC75291.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003294	Escherichia coli gyrA conferring resistance to fluoroquinolones	ARO:3003294@ARO:3000664#ARO:3000664	trovafloxacin	62959	AAC75291.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003294	Escherichia coli gyrA conferring resistance to fluoroquinolones	ARO:3003294@ARO:3000665#ARO:3000665	grepafloxacin	72474	AAC75291.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003294	Escherichia coli gyrA conferring resistance to fluoroquinolones	ARO:3003294@ARO:3000666#ARO:3000666	sparfloxacin	60464	AAC75291.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003294	Escherichia coli gyrA conferring resistance to fluoroquinolones	ARO:3003294@ARO:3000762#ARO:3000762	pefloxacin	51081	AAC75291.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003308	Escherichia coli parC conferring resistance to fluoroquinolone	ARO:3003308@ARO:0000023#ARO:0000023	enoxacin	3229	AAC76055.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003308	Escherichia coli parC conferring resistance to fluoroquinolone	ARO:3003308@ARO:0000036#ARO:0000036	ciprofloxacin	2764	AAC76055.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003308	Escherichia coli parC conferring resistance to fluoroquinolone	ARO:3003308@ARO:0000071#ARO:0000071	levofloxacin	149096	AAC76055.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003308	Escherichia coli parC conferring resistance to fluoroquinolone	ARO:3003308@ARO:0000074#ARO:0000074	moxifloxacin	152946	AAC76055.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003308	Escherichia coli parC conferring resistance to fluoroquinolone	ARO:3003308@ARO:3000659#ARO:3000659	gatifloxacin	5379	AAC76055.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003308	Escherichia coli parC conferring resistance to fluoroquinolone	ARO:3003308@ARO:3000660#ARO:3000660	lomefloxacin	3948	AAC76055.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003308	Escherichia coli parC conferring resistance to fluoroquinolone	ARO:3003308@ARO:3000661#ARO:3000661	nalidixic acid	4421	AAC76055.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003308	Escherichia coli parC conferring resistance to fluoroquinolone	ARO:3003308@ARO:3000662#ARO:3000662	norfloxacin	4539	AAC76055.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003308	Escherichia coli parC conferring resistance to fluoroquinolone	ARO:3003308@ARO:3000663#ARO:3000663	ofloxacin	4583	AAC76055.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003308	Escherichia coli parC conferring resistance to fluoroquinolone	ARO:3003308@ARO:3000664#ARO:3000664	trovafloxacin	62959	AAC76055.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003308	Escherichia coli parC conferring resistance to fluoroquinolone	ARO:3003308@ARO:3000665#ARO:3000665	grepafloxacin	72474	AAC76055.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003308	Escherichia coli parC conferring resistance to fluoroquinolone	ARO:3003308@ARO:3000666#ARO:3000666	sparfloxacin	60464	AAC76055.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003308	Escherichia coli parC conferring resistance to fluoroquinolone	ARO:3003308@ARO:3000762#ARO:3000762	pefloxacin	51081	AAC76055.1	U00096	Escherichia coli str. K-12 substr. MG1655	511145
ARO:3003934	tet(U)	ARO:3003934@ARO:0000051#ARO:0000051	tetracycline	5497101	AAB08924.1	U01917.1	Enterococcus faecium	1352
ARO:3002897	SAT-4	ARO:3002897@ARO:0000012#ARO:0000012	streptothricin	475825	AAB53445.1	U01945	Campylobacter coli	195
ARO:3002700	cmlv	ARO:3002700@ARO:3000385#ARO:3000385	chloramphenicol	5959	AAB36568.1	U09991	Streptomyces venezuelae ATCC 10712	953739
ARO:3002528	AAC(3)-Ia	ARO:3002528@ARO:0000035#ARO:0000035	sisomicin	36119	AAG15269.1	U12338	Pseudomonas aeruginosa	287
ARO:3002528	AAC(3)-Ia	ARO:3002528@ARO:3000655#ARO:3000655	gentamicin B	37569	AAG15269.1	U12338	Pseudomonas aeruginosa	287
ARO:3002686	catP	ARO:3002686@ARO:3000382#ARO:3000382	azidamfenicol	62858	AAB51421.1	U15027	Clostridium perfringens	1502
ARO:3002686	catP	ARO:3002686@ARO:3000385#ARO:3000385	chloramphenicol	5959	AAB51421.1	U15027	Clostridium perfringens	1502
ARO:3002686	catP	ARO:3002686@ARO:3000456#ARO:3000456	thiamphenicol	27200	AAB51421.1	U15027	Clostridium perfringens	1502
ARO:3002841	vatB	ARO:3002841=ARO:3000453@ARO:3000669#ARO:3000669	pristinamycin IIA	46936184	AAA86871.1	U19459	Staphylococcus aureus	1280
ARO:3002841	vatB	ARO:3002841=ARO:3000453@ARO:3000672#ARO:3000672	madumycin II	6441077	AAA86871.1	U19459	Staphylococcus aureus	1280
ARO:3002841	vatB	ARO:3002841=ARO:3000453@ARO:3000673#ARO:3000673	griseoviridin	6441064	AAA86871.1	U19459	Staphylococcus aureus	1280
ARO:3002841	vatB	ARO:3002841=ARO:3000453@ARO:3000674#ARO:3000674	dalfopristin	6435782	AAA86871.1	U19459	Staphylococcus aureus	1280
ARO:3002921	vanRB	ARO:3002921=ARO:3000574=ARO:3002905@ARO:0000028#ARO:0000028	vancomycin	44263901	AAB05622.1	U35369	Enterococcus faecalis	1351
ARO:3002932	vanSB	ARO:3002932=ARO:3000071=ARO:3002905@ARO:0000028#ARO:0000028	vancomycin	44263901	AAB05623.1	U35369	Enterococcus faecalis	1351
ARO:3003001	CfxA	ARO:3003001@ARO:0000008#ARO:0000008	cefoxitin	441199	AAB17891.1	U38243	Bacteroides vulgatus	821
ARO:3003001	CfxA	ARO:3003001@ARO:3004001#ARO:3004001	cefmetazole	42008	AAB17891.1	U38243	Bacteroides vulgatus	821
ARO:3003001	CfxA	ARO:3003001@ARO:3004004#ARO:3004004	cefotetan	53025	AAB17891.1	U38243	Bacteroides vulgatus	821
ARO:3003001	CfxA	ARO:3003001@ARO:3004014#ARO:3004014	flomoxef	65864	AAB17891.1	U38243	Bacteroides vulgatus	821
ARO:3002524	AAC(2')-Ib	ARO:3002524@ARO:0000013#ARO:0000013	amikacin	37768	AAC44793.1	U41471	Mycobacterium fortuitum	1766
ARO:3002524	AAC(2')-Ib	ARO:3002524@ARO:0000052#ARO:0000052	tobramycin	36294	AAC44793.1	U41471	Mycobacterium fortuitum	1766
ARO:3002524	AAC(2')-Ib	ARO:3002524@ARO:3000654#ARO:3000654	arbekacin	68682	AAC44793.1	U41471	Mycobacterium fortuitum	1766
ARO:3002524	AAC(2')-Ib	ARO:3002524@ARO:3000655#ARO:3000655	gentamicin B	37569	AAC44793.1	U41471	Mycobacterium fortuitum	1766
ARO:3002866	dfrD	ARO:3002866@ARO:3000188#ARO:3000188	trimethoprim	5578	AAA85213.1	U43152	Listeria monocytogenes	1639
ARO:3002636	APH(2'')-IIIa	ARO:3002636=ARO:3000128@ARO:0000013#ARO:0000013	amikacin	37768	AAB49832.1	U51479	Enterococcus gallinarum	1353
ARO:3002636	APH(2'')-IIIa	ARO:3002636=ARO:3000128@ARO:0000035#ARO:0000035	sisomicin	36119	AAB49832.1	U51479	Enterococcus gallinarum	1353
ARO:3002636	APH(2'')-IIIa	ARO:3002636=ARO:3000128@ARO:0000038#ARO:0000038	netilmicin	41859	AAB49832.1	U51479	Enterococcus gallinarum	1353
ARO:3002636	APH(2'')-IIIa	ARO:3002636=ARO:3000128@ARO:0000049#ARO:0000049	kanamycin A	6032	AAB49832.1	U51479	Enterococcus gallinarum	1353
ARO:3002636	APH(2'')-IIIa	ARO:3002636=ARO:3000128@ARO:0000052#ARO:0000052	tobramycin	36294	AAB49832.1	U51479	Enterococcus gallinarum	1353
ARO:3002636	APH(2'')-IIIa	ARO:3002636=ARO:3000128@ARO:3000652#ARO:3000652	isepamicin	3755	AAB49832.1	U51479	Enterococcus gallinarum	1353
ARO:3002636	APH(2'')-IIIa	ARO:3002636=ARO:3000128@ARO:3000654#ARO:3000654	arbekacin	68682	AAB49832.1	U51479	Enterococcus gallinarum	1353
ARO:3002636	APH(2'')-IIIa	ARO:3002636=ARO:3000128@ARO:3000655#ARO:3000655	gentamicin B	37569	AAB49832.1	U51479	Enterococcus gallinarum	1353
ARO:3002884	iri	ARO:3002884@ARO:3000169#ARO:3000169	rifampin	5381226	AAB41059.1	U56415	Rhodococcus hoagii	43767
ARO:3002884	iri	ARO:3002884@ARO:3000517#ARO:3000517	rifaximin	6436173	AAB41059.1	U56415	Rhodococcus hoagii	43767
ARO:3002884	iri	ARO:3002884@ARO:3000530#ARO:3000530	rifabutin	6323490	AAB41059.1	U56415	Rhodococcus hoagii	43767
ARO:3002884	iri	ARO:3002884@ARO:3000534#ARO:3000534	rifapentine	6323497	AAB41059.1	U56415	Rhodococcus hoagii	43767
ARO:3002581	AAC(6')-Ib10	ARO:3002581=ARO:3000345@ARO:0000005#ARO:0000005	neomycin	8378	AAC46343.1	U59183	Pseudomonas aeruginosa	287
ARO:3002581	AAC(6')-Ib10	ARO:3002581=ARO:3000345@ARO:0000007#ARO:0000007	dibekacin	3021	AAC46343.1	U59183	Pseudomonas aeruginosa	287
ARO:3002581	AAC(6')-Ib10	ARO:3002581=ARO:3000345@ARO:0000013#ARO:0000013	amikacin	37768	AAC46343.1	U59183	Pseudomonas aeruginosa	287
ARO:3002581	AAC(6')-Ib10	ARO:3002581=ARO:3000345@ARO:0000035#ARO:0000035	sisomicin	36119	AAC46343.1	U59183	Pseudomonas aeruginosa	287
ARO:3002581	AAC(6')-Ib10	ARO:3002581=ARO:3000345@ARO:0000038#ARO:0000038	netilmicin	41859	AAC46343.1	U59183	Pseudomonas aeruginosa	287
ARO:3002581	AAC(6')-Ib10	ARO:3002581=ARO:3000345@ARO:0000049#ARO:0000049	kanamycin A	6032	AAC46343.1	U59183	Pseudomonas aeruginosa	287
ARO:3002581	AAC(6')-Ib10	ARO:3002581=ARO:3000345@ARO:0000052#ARO:0000052	tobramycin	36294	AAC46343.1	U59183	Pseudomonas aeruginosa	287
ARO:3002581	AAC(6')-Ib10	ARO:3002581=ARO:3000345@ARO:3000652#ARO:3000652	isepamicin	3755	AAC46343.1	U59183	Pseudomonas aeruginosa	287
ARO:3002581	AAC(6')-Ib10	ARO:3002581=ARO:3000345@ARO:3000654#ARO:3000654	arbekacin	68682	AAC46343.1	U59183	Pseudomonas aeruginosa	287
